order_id,order_item_id,customer_id,fecha,año,mes,mes_nombre,dia_semana,estado,ciudad,categoria,peso_producto_g,precio,costo_envio,valor_total_pagado,metodo_pago,cuotas,estado_orden,dias_entrega,dias_retraso,rating
6e5fe7366a2e1bfbf3257dba0af1267f,5.0,5263febf1413e9a60ceb7b842008b7ef,2016-10-09,2016,10,2016-10,Sunday,PR,curitiba,Bed Bath Table,1400.0,19.83,17.0,406.92,Credit Card,10.0,Delivered,7.0,-50.0,1.0
d2266b035a47467c40d174c6f55cf4dd,1.0,28fdcbdf2ebc3b9d20d4a810cec6a8b7,2016-10-10,2016,10,2016-10,Monday,MG,capinopolis,Telephony,200.0,19.9,14.52,34.42,Credit Card,3.0,Delivered,10.0,-43.0,3.0
b04bd4e0a1a21fef81b1f24f6fb81c08,1.0,bbf83aabda305a5ac059e05b342076a0,2016-10-10,2016,10,2016-10,Monday,SP,casa branca,Health Beauty,1600.0,131.0,12.78,143.78,Boleto,1.0,Delivered,10.0,-40.0,5.0
ce86fa5a5108884726a2244bcae51ae6,1.0,8fa33a3159dfc303b8aeccf859b9bee5,2017-01-05,2017,1,2017-01,Thursday,PR,curitiba,Fashion Bags Accessories,200.0,10.9,8.72,19.62,Boleto,1.0,Delivered,11.0,-16.0,5.0
5965b589a33443dd1f820eb7df39762a,1.0,e7e6da2ddce69ab0bf01d7ed4dbd0856,2017-01-05,2017,1,2017-01,Thursday,PR,curitiba,Fashion Bags Accessories,200.0,10.9,8.72,19.62,Boleto,1.0,Delivered,11.0,-16.0,5.0
747996a66f5aa711deb8ae58f5ae46a0,1.0,ed1793d2d1e4175d5846ce7ebb4a01f5,2017-01-05,2017,1,2017-01,Thursday,PR,curitiba,Pet Shop,200.0,9.9,8.72,18.62,Boleto,1.0,Delivered,10.0,-28.0,5.0
9021fdebb45ac827a6033d6969d5c2e3,1.0,7fdeb74955a334e7a83f3bb365c07727,2017-01-05,2017,1,2017-01,Thursday,ES,vitoria,Toys,150.0,34.9,16.05,50.95,Boleto,1.0,Delivered,7.0,-25.0,4.0
ec7a019261fce44180373d45b442d78f,1.0,c24fc5f9a446b4d8262041b9c64de772,2017-01-05,2017,1,2017-01,Thursday,PR,curitiba,Fashion Bags Accessories,200.0,10.9,8.72,19.62,Credit Card,1.0,Delivered,6.0,-21.0,5.0
157ec3dc3f38cdbd2706bd216edfe8fb,1.0,7dfd10dcc726950fc6171cea83872351,2017-01-06,2017,1,2017-01,Friday,MG,santa luzia,Toys,700.0,159.99,15.29,175.28,Credit Card,1.0,Delivered,6.0,-34.0,5.0
811eadaef225935d84d4d3fdcca7ee85,1.0,76c0c1cbc865dd70e1225ca35bd5f305,2017-01-11,2017,1,2017-01,Wednesday,MG,martinho campos,Garden Tools,10700.0,380.0,39.06,419.06,Credit Card,8.0,Delivered,5.0,-36.0,1.0
0b1e73fa546894ad7310916b480de067,1.0,bc265c24a5a745bff94d62fd5f5db043,2017-01-11,2017,1,2017-01,Wednesday,MG,araujos,Garden Tools,10700.0,380.0,39.06,419.06,Credit Card,6.0,Delivered,5.0,-36.0,5.0
b5c037cf61074d84c0a994fa0d024064,2.0,58a549319c3ffcfc868efa613016466a,2017-01-12,2017,1,2017-01,Thursday,SP,sao paulo,Furniture Decor,2900.0,184.9,16.35,387.5,Credit Card,8.0,Delivered,11.0,-20.0,1.0
f313be47c42e07616027ad6d6ac3034c,1.0,1df2dcecdf59a9ec5bbd2f877821219e,2017-01-12,2017,1,2017-01,Thursday,MG,juiz de fora,Baby,600.0,59.9,14.59,74.49,Credit Card,7.0,Delivered,14.0,-27.0,4.0
2e2e88c4bb691287b71a9e1ee8a193a4,1.0,439f42a3cd2931ef5f1bb20e54f2357d,2017-01-12,2017,1,2017-01,Thursday,MG,sete lagoas,Small Appliances,3767.0,377.0,22.72,399.72,Credit Card,5.0,Delivered,13.0,-27.0,5.0
33ef079ec39c1b46e6e552e038e67c5b,1.0,4a5dc0dfa0d6bb6fee6eac33a4b39d7b,2017-01-15,2017,1,2017-01,Sunday,SP,sao paulo,Furniture Decor,600.0,50.9,11.75,62.65,Credit Card,6.0,Delivered,4.0,-40.0,5.0
200f4d883fcc701355e46b8c6035743f,6.0,8c4bcd3c3737198f62421c18e0348554,2017-01-15,2017,1,2017-01,Sunday,RS,veranopolis,Furniture Decor,300.0,19.9,8.33,169.4,Boleto,1.0,Delivered,11.0,-45.0,3.0
af9cf6a8b011e9fea2be4c295942e58b,1.0,cf6825242ddd453dd3381bb0aa0976d3,2017-01-15,2017,1,2017-01,Sunday,SC,sao miguel do oeste,Fashion Bags Accessories,700.0,89.99,14.66,104.65,Credit Card,10.0,Delivered,15.0,-27.0,5.0
abef8b5d0f7fa066c7473db7d650c870,1.0,2ed1b5c01561bcf39cc2f1566a8ac9f1,2017-01-16,2017,1,2017-01,Monday,SP,embu,Furniture Decor,1300.0,99.9,13.28,452.72,Credit Card,1.0,Delivered,8.0,-20.0,5.0
6f275c944d1814eca6bfbb2bcfa3b0ea,4.0,219f6aa1ddc83ec7dbf2498e664129c1,2017-01-17,2017,1,2017-01,Tuesday,SP,penapolis,Sports Leisure,5350.0,45.0,15.56,242.24,Boleto,1.0,Delivered,7.0,-36.0,5.0
944f618b790d6d01c2c78750fc0f700a,2.0,5f6478ee9ad1339b32bfa4f5fe674ea8,2017-01-17,2017,1,2017-01,Tuesday,MG,belo horizonte,Perfumery,210.0,8.9,1.05,77.84,Credit Card,7.0,Delivered,16.0,-25.0,5.0
9b2e5e7107f9b0d28873782803e01ecd,1.0,f528cd2e64c47c4d65c1355294c43323,2017-01-17,2017,1,2017-01,Tuesday,SP,itatiba,Furniture Decor,1400.0,38.5,15.56,54.06,Credit Card,3.0,Delivered,8.0,-39.0,5.0
77c34615b2963e4bf4b48d59da0eb5e1,1.0,06b74967617d6e12688e779fdc1a580c,2017-01-18,2017,1,2017-01,Wednesday,SC,cocal do sul,Auto,4105.0,117.3,22.29,139.59,Debit Card,1.0,Delivered,12.0,-16.0,5.0
b8297ee8722ce94cc9a2e9263124cd36,1.0,7c852d7bbf1b4c00b69926f3b380e288,2017-01-18,2017,1,2017-01,Wednesday,RS,jari,Sports Leisure,4100.0,24.9,20.67,45.57,Credit Card,4.0,Delivered,12.0,-31.0,5.0
0a1ad2c293c3baacc6b2c2d442c71acd,1.0,3257a8d4cbb3343dcf40eac13ba329cb,2017-01-18,2017,1,2017-01,Wednesday,RJ,duque de caxias,Baby,300.0,29.9,14.52,44.42,Credit Card,4.0,Delivered,19.0,-10.0,5.0
171398a0cd843c65ac78aee9e05a1f49,1.0,f0244902c07b7c0799e468218579a925,2017-01-18,2017,1,2017-01,Wednesday,PE,caruaru,Health Beauty,900.0,349.9,28.71,378.61,Credit Card,5.0,Delivered,15.0,-45.0,
e1000df659259b29cb73a4798ccd7454,1.0,feb21f4291037a45288a6266d66a0096,2017-01-18,2017,1,2017-01,Wednesday,RJ,rio de janeiro,Bed Bath Table,1050.0,68.9,15.69,84.59,Credit Card,1.0,Delivered,21.0,-19.0,5.0
0e660617f70b9a3f6bfd3919b49450ab,1.0,3bb3946913ea760c53bc4298f9ecf5bd,2017-01-18,2017,1,2017-01,Wednesday,MG,belo horizonte,Furniture Decor,1400.0,89.9,17.37,107.27,Credit Card,10.0,Delivered,8.0,-26.0,5.0
facac214a771c262175219d6c5a3a439,1.0,d577d6f224cc6476bfea34715dcb4a12,2017-01-19,2017,1,2017-01,Thursday,RJ,barra mansa,Fixed Telephony,100.0,10.99,14.52,25.51,Credit Card,1.0,Delivered,11.0,-30.0,4.0
0675116b5556a78cf0413f70aa9f235e,1.0,9e2d9c6000d88cd4b51ab4dc2bc58ef9,2017-01-19,2017,1,2017-01,Thursday,SP,rio claro,Bed Bath Table,567.0,79.9,11.95,91.85,Credit Card,4.0,Delivered,7.0,-34.0,5.0
d6d7c431275f0029dcc3538850930046,1.0,5b477d525dd0c1eb93148e22ce5d3ba6,2017-01-19,2017,1,2017-01,Thursday,RJ,nova friburgo,Health Beauty,400.0,145.0,16.71,161.71,Credit Card,1.0,Delivered,11.0,-41.0,4.0
032bc75236a1cbaf410bb596a509e774,1.0,a0ba6852184c70cbee04bed3909bf011,2017-01-20,2017,1,2017-01,Friday,SP,ourinhos,Furniture Decor,700.0,39.9,11.74,51.64,Credit Card,1.0,Delivered,9.0,-17.0,4.0
22aa0b4e8c7855fd8d534a7692579a36,1.0,9e1d60f744e20177e6c2b1062af5c97c,2017-01-20,2017,1,2017-01,Friday,SC,balneario camboriu,Cool Stuff,2300.0,598.4,33.45,751.05,Credit Card,10.0,Delivered,10.0,-31.0,3.0
bab0a62e41a5f0abc7f04989cdd7a6fd,1.0,91fd5aa21b364a805141f532a7bfab2d,2017-01-20,2017,1,2017-01,Friday,PI,teresina,Consoles Games,300.0,195.99,25.86,221.85,Credit Card,2.0,Delivered,17.0,-35.0,5.0
6789a1de9a37be580653e51fc6458776,1.0,d76512c766b6191a31760b27a3a671fd,2017-01-20,2017,1,2017-01,Friday,MG,itabira,Consoles Games,400.0,23.0,14.53,75.06,Credit Card,3.0,Delivered,27.0,-13.0,5.0
e4774d4c3b28de27487f1caa9de5a6f5,4.0,7820fb76c321c0ad6ffe4eb9fc1e5af6,2017-01-20,2017,1,2017-01,Friday,MG,pocos de caldas,Stationery,1000.0,79.61,17.3,387.64,Boleto,1.0,Delivered,20.0,-20.0,5.0
717d28ee12c7c0ef8b384ff1b62b33c7,1.0,f6a6ff9806cd24a90d1b1f7463df9d52,2017-01-21,2017,1,2017-01,Saturday,RJ,rio de janeiro,Furniture Decor,1600.0,65.9,18.74,84.64,Boleto,1.0,Delivered,15.0,-24.0,3.0
632ba34265b5449d1f742d24cacf1208,3.0,c4eeb750bb290eee0933aa9f859721e9,2017-01-22,2017,1,2017-01,Sunday,RS,teutonia,Garden Tools,700.0,69.9,19.19,267.27,Credit Card,8.0,Delivered,10.0,-34.0,5.0
48ae7afdc684e9aff52a26bb84bce016,1.0,03376f61962efe4dccecd7ce47dcb511,2017-01-22,2017,1,2017-01,Sunday,RJ,duque de caxias,Furniture Decor,900.0,44.99,15.56,60.55,Credit Card,5.0,Delivered,8.0,-31.0,3.0
bb2dfe6031f35f7abc9a3c7dad5e4467,1.0,01e0d4fb731e6ee47df3f3f179cc0a0b,2017-01-22,2017,1,2017-01,Sunday,SP,sao paulo,Health Beauty,638.0,636.0,15.84,651.84,Credit Card,8.0,Delivered,7.0,-17.0,3.0
db4d2ecc1c1a157d6250c84dd86eb838,1.0,99ebcd13bb5b88f4acd805f7890567ad,2017-01-22,2017,1,2017-01,Sunday,MG,belo horizonte,Health Beauty,538.0,184.99,15.05,200.04,Credit Card,1.0,Delivered,4.0,-24.0,5.0
4d1f73fde643f7a1d08d400816850265,1.0,f796cc9e19019673220efa160fe7e610,2017-01-22,2017,1,2017-01,Sunday,DF,brasilia,Fashion Underwear Beach,300.0,86.25,15.9,102.15,Credit Card,10.0,Delivered,16.0,-27.0,1.0
43a5d40681ed4ffe2ed88d6fb2639545,1.0,08958a40dbb52a0eb07d38b5e9ba3e51,2017-01-22,2017,1,2017-01,Sunday,SP,varzea paulista,Furniture Decor,1900.0,69.9,11.88,81.78,Credit Card,3.0,Delivered,11.0,-18.0,4.0
72c1d87887d0b9a3965557013e74f543,1.0,4161d3785c2c4c6517a57143ecb0c466,2017-01-23,2017,1,2017-01,Monday,PI,teresina,Sports Leisure,3775.0,109.99,29.7,139.69,Credit Card,2.0,Delivered,14.0,-24.0,5.0
58c851c107a9a3e21e03a9e2a1951d12,1.0,12b9ed9bc1f4f6648dab5fe7324a3d58,2017-01-23,2017,1,2017-01,Monday,GO,rio verde,Health Beauty,900.0,349.9,24.38,374.28,Credit Card,4.0,Delivered,8.0,-47.0,5.0
616f1f539d7add607844e0199fed7ea6,1.0,4a3ceccbd2b8304e6aa7c986c1a4f755,2017-01-23,2017,1,2017-01,Monday,SP,sao paulo,Agro Industry And Commerce,125.0,21.99,8.72,61.42,Credit Card,1.0,Delivered,8.0,-17.0,4.0
d568f094af70874d55d22a89e093fe18,1.0,aa98b0ee899c4f787d88f11b88b50fc2,2017-01-23,2017,1,2017-01,Monday,RJ,niteroi,Cool Stuff,100.0,39.0,14.59,160.77,Credit Card,2.0,Delivered,9.0,-26.0,1.0
b42efbd88abf3882f91928b08cf74d6f,1.0,7784b523efa600a47de73bd1e9f7f022,2017-01-24,2017,1,2017-01,Tuesday,RJ,duque de caxias,Computers Accessories,400.0,99.0,14.86,113.86,Boleto,1.0,Delivered,7.0,-31.0,5.0
cb27e0d6c6f92df591073fb6ad5ef7f0,1.0,2155e6e404e41736933c696382c1328b,2017-01-24,2017,1,2017-01,Tuesday,SP,sao paulo,Baby,1450.0,149.99,15.81,165.8,Credit Card,2.0,Delivered,6.0,-31.0,4.0
8adafb3466daa5395694d3a906ff9d40,4.0,b7919647bde69acc948baa47823d6c75,2017-01-25,2017,1,2017-01,Wednesday,SP,viradouro,Sports Leisure,5200.0,35.0,10.42,218.0,Credit Card,4.0,Delivered,19.0,-37.0,3.0
8dc67de08c1738a90e70f62f2920b432,1.0,7345796de7fb5b3566b3564b2b10f9d9,2017-01-25,2017,1,2017-01,Wednesday,BA,salvador,Perfumery,579.0,349.9,19.88,369.78,Credit Card,10.0,Delivered,6.0,-36.0,5.0
3b64ff25a4610fb5599e4fd09f907501,1.0,d1d259ce7187c9deb7e86de58e65a81e,2017-01-25,2017,1,2017-01,Wednesday,SP,sao paulo,Auto,5950.0,143.8,18.3,162.1,Voucher,1.0,Delivered,5.0,-21.0,5.0
a6e307f50d1a494a1ad373af7a748e1d,1.0,9834899aa900947d8832062231831871,2017-01-25,2017,1,2017-01,Wednesday,BA,lauro de freitas,Toys,704.0,99.99,19.4,119.39,Boleto,1.0,Delivered,8.0,-36.0,4.0
20de77e28f73070461781b0eb6228f6f,1.0,24cf4347382b8e190a512b2de912f89c,2017-01-25,2017,1,2017-01,Wednesday,SP,sao paulo,Health Beauty,225.0,23.9,8.72,32.62,Credit Card,1.0,Delivered,5.0,-30.0,4.0
cb71bbdb68e876878e7c73346725a901,1.0,7df0a02f3a48198615dec3720500fe42,2017-01-25,2017,1,2017-01,Wednesday,RS,sapiranga,Perfumery,475.0,259.9,19.25,279.15,Boleto,1.0,Delivered,20.0,-21.0,5.0
16976f8e43d0c9ee6079e3ed9eaa4fed,1.0,cfe4eb5b21969ebd94370819e38c07b5,2017-01-26,2017,1,2017-01,Thursday,MG,belo horizonte,Furniture Decor,400.0,41.9,20.8,62.7,Credit Card,4.0,Delivered,12.0,-34.0,5.0
0b6d11d4a289a1574e8888f2558dd548,1.0,97e5e50c02504e32d222320d8c4dfbd1,2017-01-26,2017,1,2017-01,Thursday,SC,sao jose,Furniture Decor,500.0,59.9,15.63,75.53,Credit Card,1.0,Delivered,14.0,-18.0,3.0
055eb7e5645d86bd278fc4f419622e8d,1.0,556960436775082c323282512ab48129,2017-01-26,2017,1,2017-01,Thursday,MG,teofilo otoni,Auto,1850.0,139.99,16.09,156.08,Credit Card,3.0,Delivered,7.0,-28.0,5.0
4047217c6029782c1996e3cec14ef005,1.0,7c912bf7e7b05be2cc0a11c603a6332d,2017-01-26,2017,1,2017-01,Thursday,SP,ribeirao pires,Housewares,950.0,179.85,16.47,196.32,Credit Card,4.0,Delivered,10.0,-16.0,5.0
38e2829123a2bd1cbe111564824d0abb,1.0,4d27341acd30a36bca39008ee9bb9050,2017-01-26,2017,1,2017-01,Thursday,SC,jaragua do sul,Consoles Games,340.0,223.9,15.74,239.64,Credit Card,4.0,Delivered,14.0,-13.0,5.0
b782d486ebb05fdf0ba6ec05652f704f,2.0,3afe43b81b0d102b2ca5138ab53f418a,2017-01-26,2017,1,2017-01,Thursday,SP,sao paulo,Sports Leisure,12000.0,859.0,59.58,1837.16,Boleto,1.0,Delivered,10.0,-24.0,5.0
b96f5299909903eedc435d396f90f726,1.0,f4af9116429bdaa90732a4ad05f1db2c,2017-01-26,2017,1,2017-01,Thursday,RJ,sao goncalo,Watches Gifts,860.0,1299.0,24.3,1323.3,Credit Card,8.0,Delivered,60.0,21.0,1.0
1bf6db71e147c950fe9925e0be89ec4b,1.0,ec26ff9b46af83d9c60691c89bf24895,2017-01-26,2017,1,2017-01,Thursday,MG,belo horizonte,Sports Leisure,1032.0,65.0,17.88,82.88,Credit Card,8.0,Delivered,12.0,-22.0,5.0
dd480c63548e3c0b7219520e3784ebd2,1.0,a83a89abd16a03e6376fb659ca7b6612,2017-01-26,2017,1,2017-01,Thursday,MG,extrema,Garden Tools,700.0,186.0,15.47,201.47,Credit Card,4.0,Delivered,12.0,-14.0,1.0
78a1a87882880114ee891ccdcbd1ccde,1.0,6cfc3156dfe1802dfe72368fa29c63ca,2017-01-26,2017,1,2017-01,Thursday,SP,jundiai,Sports Leisure,1032.0,65.0,14.62,79.62,Credit Card,1.0,Delivered,7.0,-21.0,5.0
a8305d2dfd60042d6000b3de3bc533a3,1.0,896ca8dffa927becb8dca9eabff5ff84,2017-01-26,2017,1,2017-01,Thursday,SP,sao paulo,Furniture Decor,900.0,60.0,14.18,74.18,Credit Card,1.0,Delivered,5.0,-33.0,5.0
3c6f2c25e0bc1279d17395ec365ea14c,1.0,4da838ac0a5e78523963ae590a05ef43,2017-01-27,2017,1,2017-01,Friday,SP,itapevi,Computers Accessories,200.0,49.99,10.96,60.95,Boleto,1.0,Delivered,6.0,-19.0,5.0
a47c6e02b84d8dea0ec21748a611293e,1.0,3e6d5ab80ad405a8ebfe75d52974e93c,2017-01-27,2017,1,2017-01,Friday,SP,guararema,Health Beauty,1600.0,89.9,18.0,107.9,Boleto,1.0,Delivered,5.0,-34.0,5.0
fb975e889b11a08705d3b2734b626916,1.0,c7e79ac0034b4accdb78aa403ba6f68c,2017-01-27,2017,1,2017-01,Friday,ES,itaipava,Health Beauty,443.0,30.97,16.05,47.02,Credit Card,1.0,Delivered,24.0,-7.0,3.0
82bfafb84a5843f06b8c3983edb1883b,1.0,86bbc4a292e9d3f4191ea8a4c82e6c10,2017-01-28,2017,1,2017-01,Saturday,RS,formigueiro,Auto,2800.0,229.9,18.0,247.9,Credit Card,5.0,Delivered,12.0,-26.0,3.0
c383ab7c64e3ee1503e3574b22e37dab,1.0,0ecec081acf716b8ae4ee28348f7b04a,2017-01-28,2017,1,2017-01,Saturday,PE,recife,Electronics,7900.0,59.9,27.0,86.9,Boleto,1.0,Delivered,22.0,-18.0,4.0
aac01d5ce6fab5aa0e191d71aedbaa3c,1.0,7f10859af8483458fbe59d40da3d04f5,2017-01-28,2017,1,2017-01,Saturday,SP,holambra,Sports Leisure,800.0,35.5,18.0,53.5,Voucher,1.0,Delivered,11.0,-34.0,5.0
95e4477d8423c69a93c55d840e02d9ba,1.0,42048dec015103c5b5715657565ec274,2017-01-28,2017,1,2017-01,Saturday,PR,saudade do iguacu,Bed Bath Table,3775.0,48.9,18.0,66.9,Credit Card,6.0,Delivered,12.0,-35.0,4.0
a15df161654da3f47c2984ffd7764920,1.0,109cf3ecc53afd27745a79a618cb5ec4,2017-01-28,2017,1,2017-01,Saturday,MG,ipatinga,Housewares,800.0,30.0,9.0,78.0,Credit Card,5.0,Delivered,12.0,-26.0,3.0
8141520643442c50aa531801cbc79e46,1.0,a8e7d88628f29e914e2c74b804e573a8,2017-01-29,2017,1,2017-01,Sunday,SP,ribeirao preto,Furniture Decor,1700.0,129.9,18.0,147.9,Credit Card,8.0,Delivered,3.0,-29.0,5.0
5836a9fd173a29689e12bf421d2d280b,2.0,744712b9c80935dedc6c1995e32bfdd9,2017-01-30,2017,1,2017-01,Monday,SP,jundiai,Bed Bath Table,800.0,69.9,9.0,171.8,Credit Card,8.0,Delivered,8.0,-35.0,5.0
61986df3dc483509b39f7fda7a82c10c,1.0,a5165325694d4b37d5d85e51417c697b,2017-01-30,2017,1,2017-01,Monday,SP,indaiatuba,Bed Bath Table,2820.0,189.99,18.0,207.99,Credit Card,6.0,Delivered,8.0,-27.0,5.0
4e1d5bf07ad851a6470d6b28cfd1f1e6,1.0,b19ab8d36d0de6602c4f57aa41e8dabb,2017-01-30,2017,1,2017-01,Monday,PR,dois vizinhos,Computers Accessories,200.0,20.9,50.0,70.9,Credit Card,5.0,Delivered,9.0,-47.0,4.0
4c379ba0590506b26a68dc00e29ba8ba,1.0,cc63d689185dd60bcfb934fd5a14a6e6,2017-01-30,2017,1,2017-01,Monday,SP,sao paulo,Toys,6133.0,104.99,18.0,122.99,Credit Card,2.0,Delivered,8.0,-37.0,5.0
57f7bb7d658b442616fce795fcc30146,1.0,7dfac2f8b35d57481de621c401fa4733,2017-01-31,2017,1,2017-01,Tuesday,SP,santana de parnaiba,Sports Leisure,2700.0,74.99,20.6,95.59,Boleto,1.0,Delivered,6.0,-30.0,4.0
072e34b42ad90d7472e9a798f19a6bdb,1.0,f246a20a11694afad71d2d9be547fbb8,2017-01-31,2017,1,2017-01,Tuesday,MG,santa rita do sapucai,Bed Bath Table,800.0,69.9,15.7,85.6,Credit Card,8.0,Delivered,10.0,-27.0,5.0
a4e62639ac0ca7429854efc494c1915f,2.0,951424b1692aa7bd56ce420e20a2d1d8,2017-01-31,2017,1,2017-01,Tuesday,PR,paranagua,Dvds Blu Ray,150.0,14.9,9.0,47.8,Boleto,1.0,Delivered,14.0,-22.0,5.0
0d1bbf582326272fa550ed829bd2e1d4,1.0,0ef9b2f2eb46a3d1193b12676de597a3,2017-01-31,2017,1,2017-01,Tuesday,PI,teresina,Agro Industry And Commerce,125.0,21.99,24.35,46.34,Credit Card,4.0,Delivered,8.0,-29.0,5.0
30f3a5252d3d97a113cefc74796f9fec,1.0,0f80e191c93db94bca6006c000ad3989,2017-01-31,2017,1,2017-01,Tuesday,RJ,rio de janeiro,Furniture Decor,1800.0,89.9,20.95,110.85,Credit Card,2.0,Delivered,7.0,-33.0,5.0
